11,92
77,176
7,174
7,187
66,106
15,112
156,165
47,127
174,199
93,101
86,176
4,101
92,106
64,75
101,199
94,173
174,192
106,127
56,116
11,174
80,122
73,174
65,119
20,79
31,176
127,199
7,162,192
86,106,147
86,106,179
86,106,159
7,49,174
148,182,189
94,107,112
7,20,174
101,187,199
86,147,175
101,106,191
147,195,199
24,106,147
57,86,195
7,127,174
147,174,195
74,112,126
48,86,174
86,195,199
26,92,176
11,120,123
47,174,192
58,186,195
92,123,149
10,141,176
82,165,176
7,86,191
86,123,174
46,50,86
92,174,176
18,92,112
38,175,195
174,176,195
18,112,167
101,165,179
106,112,175
86,101,174
7,78,90,92,106,165,171,174
86,105,112,120,123,156,176,181
11,64,73,101,174,175,195,199
11,86,105,120,123,156,174,176
7,26,103,112,162,165,179,184
75,77,101,147,165,172,174,195
11,73,101,174,175,176,195,199
7,10,98,112,162,174,175,192
7,10,64,112,144,162,174,192
11,47,65,86,123,174,176,192
16,18,71,85,92,106,127,176
7,20,55,86,94,112,173,174
47,92,101,127,129,165,174,176
25,86,94,106,112,120,174,176
11,16,31,57,101,126,148,176
6,7,20,79,86,101,148,191
92,106,127,165,174,175,176,194
7,82,101,106,127,165,174,194
7,25,86,106,112,160,175,179
11,18,39,57,86,101,146,176
7,10,86,98,112,174,175,192
11,25,26,57,65,123,146,176
7,26,56,66,106,165,184,191
11,63,65,86,123,157,176,192
11,64,73,86,101,175,176,195
25,86,90,94,106,120,123,176
73,86,101,154,161,174,175,199
11,36,57,86,126,156,175,176
7,86,90,106,112,159,174,179
8,39,58,86,106,147,176,199
7,20,86,101,106,174,191,199
21,47,92,101,106,113,176,194
33,68,75,101,134,156,165,174
11,64,73,86,101,175,195,199
7,16,65,69,75,92,115,165
52,77,92,101,127,165,176,194
11,73,86,101,154,161,175,199
39,69,92,123,132,165,176,194
71,85,92,106,127,136,165,176
18,90,92,106,112,124,138,165
7,26,66,101,106,116,184,191
7,78,90,92,106,112,165,171
7,16,65,69,92,115,162,165
7,25,106,112,160,173,174,175
21,31,47,92,106,127,175,199
26,36,80,86,97,156,175,176
147,156,165,175,176,177,183,197
11,86,101,127,174,175,176,199
11,18,39,80,86,122,146,176
33,68,92,101,134,156,165,176
31,39,86,101,106,146,176,195
73,86,101,174,175,176,195,199
7,86,98,112,162,174,175,179
7,20,66,79,86,174,191,199
106,112,155,162,165,174,175,179
11,50,73,101,174,176,195,199
7,20,66,79,86,101,174,191
39,69,123,132,156,165,176,194
7,56,103,106,112,162,179,184
26,56,103,106,162,165,179,184
11,73,86,101,174,175,195,199
25,86,106,112,120,123,174,176
26,36,86,101,126,156,175,176
47,92,101,106,165,174,176,194
33,65,104,105,141,165,176,188
11,105,112,120,156,174,176,192
7,20,66,79,86,101,106,191
7,20,66,79,86,106,174,199
7,20,73,86,148,174,182,191
7,86,101,161,174,179,191,199
20,21,70,101,108,142,191,194
47,82,106,127,174,176,194,199
11,57,86,101,121,126,148,176
7,26,103,106,112,162,179,184
47,82,101,106,127,176,194,199
13,52,77,92,101,127,165,176
11,18,39,57,86,101,117,176
7,60,101,165,175,184,191,194
7,60,101,165,175,184,194,199
7,10,98,112,174,175,179,192
47,65,86,105,119,174,176,192
11,64,73,86,101,174,175,176
7,61,82,101,106,127,174,199
11,105,112,120,123,156,174,176
4,16,34,82,92,101,127,194
21,22,25,92,112,123,176,180
7,86,101,106,175,179,191,199
11,47,86,101,156,175,176,199
11,86,112,120,123,156,174,192
106,112,155,159,165,174,175,179
69,92,112,123,132,156,165,194
16,18,57,86,101,126,148,176
11,16,18,52,86,95,101,148
11,73,86,101,154,161,195,199
7,16,101,106,179,184,194,199
7,26,56,66,106,116,184,191
11,47,63,86,123,157,174,176
11,86,101,127,156,174,176,199
7,10,86,98,162,174,175,179
75,77,91,101,147,174,176,195
16,18,57,86,93,147,148,176
7,16,65,69,92,162,165,194
101,106,127,165,175,176,194,199
53,64,86,101,174,176,195,199
11,47,71,86,120,123,174,176
7,34,82,92,101,127,165,194
11,47,63,65,86,174,176,192
11,86,112,126,148,176,192,195
13,16,52,92,101,127,165,176
7,20,26,54,101,148,182,193
11,21,64,75,101,148,174,195
31,57,86,96,126,146,148,195
7,10,86,98,162,175,179,192
86,90,94,106,112,123,174,176
7,26,56,103,112,165,179,184
22,47,101,127,165,174,175,176
7,101,106,165,184,191,194,199
7,86,101,106,161,174,179,191
18,90,92,106,112,138,162,171
11,47,63,65,123,157,174,192
7,17,73,86,101,148,174,182
20,26,56,101,106,153,191,193
47,92,101,127,165,174,194,199
86,90,94,106,112,120,123,176
47,63,65,86,123,157,174,192
7,56,66,101,106,116,165,191
33,68,75,92,101,134,156,176
11,73,86,161,174,175,195,199
7,10,86,98,112,162,175,192
11,64,73,101,174,176,195,199
11,86,101,154,161,174,175,199
11,64,73,86,174,175,176,195
11,73,86,101,154,161,174,195
16,18,57,86,93,101,147,176
53,101,147,174,175,176,195,199
68,75,92,101,134,156,165,174
41,105,112,120,156,174,176,192
11,64,73,86,101,174,195,199
86,105,112,120,123,156,176,192
4,7,20,101,106,187,191,199
7,20,66,76,86,101,106,174
7,86,161,174,175,179,191,199
11,86,101,127,156,175,176,199
7,61,82,101,127,165,174,199
11,21,64,91,92,118,174,176
10,11,105,112,120,150,176,192
4,7,20,56,106,187,191,199
11,64,73,101,175,176,195,199
112,147,156,175,176,177,183,197
11,21,92,112,123,174,176,180
21,31,47,101,127,176,194,199
7,26,103,106,112,165,179,184
25,90,94,106,112,120,123,174
75,101,147,165,172,174,176,195
7,20,56,86,101,106,153,193
7,26,54,73,86,101,121,191
106,112,159,162,165,174,175,179
11,47,65,86,105,119,174,176
11,16,31,52,57,64,86,101
11,24,50,86,101,148,174,195
47,82,101,106,127,165,174,199
11,26,31,57,86,121,126,176
22,47,92,101,127,174,175,176
80,86,97,101,156,175,176,188
8,86,101,106,147,176,195,199
7,10,64,86,112,148,162,174
11,47,86,101,127,175,176,199
11,47,71,86,88,123,174,196
7,46,50,86,101,148,174,191
11,18,39,57,86,117,146,176
88,105,112,120,123,174,176,192
8,39,86,101,106,147,195,199
7,16,75,92,115,162,165,194
11,21,64,92,101,118,174,176
47,101,106,165,174,176,194,199
47,92,101,106,127,129,165,174
11,41,86,105,112,120,156,174
86,105,112,120,123,156,174,192
8,39,86,101,106,147,176,199
11,64,73,86,174,176,195,199
11,25,26,57,65,123,143,146
65,104,105,134,141,165,176,188
92,101,106,127,165,174,175,176
11,47,86,101,127,174,175,176
1,92,101,106,165,174,175,176
11,71,86,120,123,174,176,196
22,47,92,101,174,175,176,199
31,57,86,96,101,126,148,176
11,21,64,75,91,118,174,176
82,101,127,165,174,175,176,199
11,47,86,127,156,174,176,199
16,18,42,57,86,93,148,176
11,18,39,80,101,122,176,195
11,21,64,75,91,101,174,176
7,20,66,86,101,174,191,199
18,39,80,86,101,122,146,195
11,21,25,92,112,123,174,176
6,7,73,79,86,101,148,191
7,60,101,165,175,179,184,194
22,92,101,127,165,174,175,176
33,65,104,105,134,165,176,188
47,86,101,127,156,174,175,199
11,18,31,57,64,86,95,176
41,86,105,112,120,174,176,192
11,105,112,120,126,150,176,192
39,69,92,123,132,156,176,194
11,64,86,101,174,175,176,195
47,92,101,106,127,165,194,199
26,36,57,86,126,156,175,176
17,73,86,87,101,174,175,199
11,18,31,39,86,101,146,176
11,18,39,86,101,122,146,195
16,18,31,86,101,126,148,176
11,18,39,80,101,122,146,176
7,17,20,86,101,148,174,182
18,90,92,112,124,162,165,171
105,112,120,123,156,174,176,181
7,20,55,94,106,107,173,174
7,20,79,86,101,106,174,191
11,112,120,123,156,174,176,192
18,31,57,86,101,126,148,176
4,7,20,86,101,106,187,199
11,47,63,65,157,174,176,192
86,101,127,156,174,175,176,199
13,16,52,77,101,127,176,194
64,73,86,101,174,175,176,195
7,86,112,144,148,162,174,192
7,20,56,86,101,106,191,199
1,16,85,92,101,106,127,165
1,16,85,101,106,127,165,194
11,22,25,92,112,174,176,180
7,78,90,92,106,112,162,174
75,91,101,147,165,172,176,195
20,21,57,70,101,108,142,194
11,18,31,57,86,101,148,195
33,65,104,105,134,165,174,188
7,66,79,101,106,174,191,199
26,57,65,86,123,143,146,176
11,21,75,91,101,118,174,176
47,75,92,165,174,176,194,199
47,82,92,101,106,165,174,175
6,7,20,73,86,101,148,191
7,26,56,101,106,153,191,193
11,16,31,52,86,95,101,176
7,101,161,174,175,179,191,199
7,86,101,174,175,179,191,199
7,78,90,92,106,112,165,174
11,86,105,112,123,156,174,176
7,78,86,106,112,159,174,179
11,39,80,86,122,146,176,195
16,71,85,92,106,136,165,176
11,73,86,101,174,175,176,199
24,50,86,101,148,174,189,195
11,73,86,101,175,176,195,199
22,47,127,165,174,175,176,199
47,75,106,165,174,176,194,199
11,86,112,120,123,156,174,176
11,86,88,112,120,123,174,176
11,47,63,86,123,157,176,192
11,24,73,86,101,145,174,195
4,7,20,56,86,101,106,191
7,10,64,86,112,144,162,192
7,44,46,50,86,101,148,174
4,7,16,82,92,101,127,194
11,64,73,86,101,174,175,199
7,44,46,50,86,89,148,191
25,86,90,94,106,112,174,176
4,7,16,34,92,101,165,194
7,86,101,106,161,174,175,179
7,86,101,161,174,175,191,199
60,101,165,175,179,184,191,199
11,18,57,86,146,148,176,195
20,48,70,101,108,142,191,194
11,47,86,127,156,175,176,199
75,101,106,165,174,176,194,199
11,21,64,91,92,101,118,174
11,86,105,112,120,123,174,176
7,16,65,69,75,115,162,165
16,18,42,57,93,101,147,176
33,68,75,92,101,165,174,176
4,7,86,101,106,187,191,199
18,31,57,86,96,146,148,176
11,73,86,101,154,174,195,199
16,18,85,92,106,127,136,165
7,20,26,101,106,153,191,193
11,47,65,86,119,123,176,192
18,31,57,86,96,101,146,176
18,71,85,92,106,127,165,176
11,105,112,120,123,174,176,192
11,18,31,39,101,117,146,176
39,58,86,101,106,147,176,195
11,86,101,154,174,175,195,199
7,20,86,94,106,107,112,174
11,73,101,154,161,174,195,199
11,47,65,86,119,174,176,192
64,86,101,174,175,176,195,199
21,31,47,101,106,175,176,194
10,64,86,112,148,162,174,192
7,64,86,112,144,148,174,192
11,39,80,86,101,146,176,195
25,86,90,106,112,120,123,176
7,112,155,159,162,165,174,179
11,18,39,57,86,101,117,146
11,50,64,73,86,101,176,199
7,61,82,106,127,165,174,194
8,39,58,101,106,147,195,199
11,24,73,86,91,148,176,195
10,18,105,112,120,126,176,192
53,86,101,174,175,176,195,199
20,55,86,106,107,112,173,174
11,21,22,25,92,174,176,180
26,57,86,101,126,156,175,176
16,18,85,106,127,136,165,176
53,64,86,101,175,176,195,199
7,25,86,106,160,174,175,179
7,66,79,86,101,106,174,199
7,20,26,86,106,153,191,193
16,71,85,92,127,136,165,176
11,86,105,112,120,123,176,192
7,66,79,86,106,174,191,199
7,16,101,106,165,184,191,194
11,64,91,92,101,118,174,176
11,105,112,120,123,156,176,181
11,65,86,105,119,174,176,192
101,106,165,179,184,191,194,199
11,86,105,112,123,174,176,192
11,26,36,86,101,126,156,175
11,64,73,86,174,175,195,199
16,101,106,165,179,184,191,199
11,64,73,86,101,174,176,199
16,18,71,85,106,136,165,176
1,92,106,127,165,174,175,194
7,56,103,106,112,162,165,179
11,25,26,57,65,86,123,143
16,21,31,75,92,101,109,176,199
33,82,106,165,174,175,176,188,199
16,64,86,101,111,127,133,176,199
86,94,107,112,120,123,135,156,174
11,31,37,57,96,146,148,176,195
23,86,90,100,112,120,123,176,192
30,92,101,106,174,175,176,194,199
18,31,39,57,86,101,126,163,176
11,21,59,66,101,137,156,174,175
7,30,66,101,125,174,191,194,199
11,31,39,57,86,101,126,146,195
64,72,86,87,101,174,175,176,199
71,75,76,90,91,92,106,123,130
11,47,75,101,139,140,164,174,187
11,21,47,92,101,137,156,174,175
1,10,35,65,92,168,174,176,194
21,47,66,92,101,137,156,174,175
76,90,91,92,106,123,130,165,174
47,77,92,101,127,165,175,176,194
11,18,31,39,57,86,101,126,146
18,39,51,101,122,147,176,183,195
7,92,106,112,138,162,165,175,194
11,31,57,96,101,146,148,176,195
33,82,92,101,106,165,175,188,199
25,43,86,94,112,123,168,174,176
10,11,18,74,86,112,126,162,195
2,10,18,23,65,86,146,181,183
7,25,86,106,151,160,173,174,175
6,11,21,47,92,127,142,174,175
7,66,83,86,101,106,174,175,191
17,62,86,87,101,127,174,175,176
7,24,25,68,106,151,160,174,175
11,43,86,112,123,156,174,176,192
7,66,92,99,106,133,138,165,194
9,47,63,86,123,156,157,174,192
18,31,57,96,101,146,148,176,195
18,58,86,105,106,112,146,159,178
18,31,37,57,96,146,148,176,195
10,11,86,112,120,148,174,192,195
46,50,86,101,108,114,148,174,189
7,26,56,101,106,175,179,191,193
16,21,31,92,101,109,176,188,199
6,21,22,47,92,101,127,142,175
11,18,31,96,101,131,148,176,195
1,10,35,65,92,127,165,168,194
25,94,107,112,120,123,135,156,174
21,75,92,101,106,109,176,188,199
9,47,63,94,123,156,157,174,176
71,75,76,90,91,92,106,123,165
11,47,75,92,139,140,164,174,187
11,36,80,86,101,175,176,195,199
11,31,39,57,86,126,146,176,195
11,22,47,76,92,127,139,142,174
7,14,92,106,112,162,165,175,194
7,10,49,76,86,112,160,174,192
16,18,42,101,106,122,147,165,190
11,21,22,47,76,101,127,139,174
25,86,94,107,120,135,156,174,176
50,73,86,101,145,148,174,176,195
10,18,23,65,105,146,176,181,183
43,86,94,123,135,156,168,174,176
9,47,63,94,123,156,174,176,192
16,31,92,101,106,109,176,188,199
11,21,47,59,66,92,101,137,175
11,31,86,101,126,131,148,176,195
25,86,88,94,106,107,112,120,123
11,21,47,92,101,174,175,176,199
7,20,32,50,53,86,101,174,191
11,42,46,59,86,101,148,174,189
1,10,35,65,165,168,174,176,194
9,63,86,94,123,157,174,176,192
11,73,86,101,119,145,148,176,195
7,66,92,106,112,133,138,165,194
18,101,106,122,147,165,176,183,195
11,24,50,86,108,114,148,174,189
3,16,50,85,101,133,170,176,194
64,73,87,101,147,174,175,195,199
3,16,50,85,101,127,165,170,194
7,17,46,73,86,101,174,191,199
16,18,42,101,122,147,165,176,190
7,24,25,68,86,106,151,173,174
2,10,23,86,105,146,176,181,183
46,86,101,108,140,156,174,187,199
11,18,39,57,86,101,146,176,195
10,11,74,86,112,148,162,192,195
30,47,101,106,174,175,176,194,199
71,75,76,91,92,106,123,130,174
7,66,101,125,174,175,191,194,199
11,21,47,59,66,101,156,174,175
7,17,20,32,50,53,86,101,199
2,10,18,23,65,86,105,146,176
11,21,47,101,156,174,175,176,199
11,18,31,37,96,146,148,176,195
9,47,63,86,94,123,156,157,192
58,86,100,101,174,176,186,195,199
58,86,101,106,147,174,176,195,199
16,18,42,85,106,122,147,165,176
16,31,75,92,101,106,109,188,199
25,86,94,106,112,120,123,174,176
10,11,86,112,148,174,176,192,195
21,31,92,101,106,109,176,188,199
20,101,114,148,174,182,189,191,198
17,20,101,114,148,174,182,189,191
18,39,51,101,106,147,165,176,195
10,11,25,65,86,127,141,174,176
18,58,105,106,112,146,159,178,181
25,107,112,120,123,135,156,174,176
1,10,35,92,127,165,168,176,194
23,86,90,100,112,120,174,176,192
16,42,85,101,122,147,165,176,190
10,11,18,22,67,92,112,146,176
11,50,73,86,101,145,148,176,195
18,42,85,106,122,147,165,176,190
11,50,73,101,119,145,148,176,195
7,20,48,66,86,101,106,174,191
11,16,50,64,86,101,133,176,199
11,22,47,76,101,127,139,142,174
11,39,50,86,101,110,111,176,195
7,30,66,101,125,174,175,191,194
75,76,90,91,106,123,130,165,174
17,86,101,114,148,174,182,191,198
71,75,90,91,106,123,130,165,174
7,20,32,50,53,101,174,191,199
2,10,18,86,105,146,176,181,183
7,57,60,101,125,175,184,191,194
18,51,101,106,122,147,165,183,195
11,50,64,86,101,111,127,176,199
7,29,30,60,101,125,175,191,194
47,86,101,106,174,175,176,188,199
18,42,85,101,106,147,165,176,190
11,18,86,96,101,126,131,176,195
73,86,87,147,174,175,176,195,199
16,18,42,101,106,122,147,176,190
16,18,42,85,101,106,122,147,176
11,45,47,86,105,120,123,156,174
11,50,86,112,120,148,174,176,192
16,50,64,86,101,111,127,133,199
50,86,101,108,140,156,174,187,199
18,51,106,122,147,165,176,183,195
47,77,82,101,127,165,174,176,194
11,24,46,59,86,101,114,174,189
11,18,31,37,57,101,146,148,195
11,47,75,101,139,140,156,164,187
82,101,106,147,165,174,175,194,199
29,30,57,60,101,125,175,184,191
39,51,101,106,122,147,165,176,183
6,11,22,47,92,101,127,174,175
58,86,105,106,146,159,176,178,181
7,24,25,68,86,151,173,174,175
11,18,37,57,96,101,148,176,195
43,86,94,112,123,135,168,174,176
2,18,23,65,86,105,146,181,183
10,11,18,74,86,112,148,162,195
10,11,18,86,112,126,148,162,192
47,101,102,106,147,165,174,175,176
25,94,106,107,112,120,123,174,176
11,21,47,92,101,127,156,175,176
29,30,57,60,101,125,175,184,194
11,31,39,57,86,126,146,163,176
17,20,86,101,114,148,174,182,198
58,86,106,112,146,159,176,178,181
11,18,31,39,57,86,126,163,176
11,18,31,86,96,101,131,148,195
11,22,28,101,102,125,142,154,174
18,86,105,106,112,146,159,176,181
11,75,101,139,140,156,164,174,187
47,82,92,101,127,165,175,176,194
86,101,106,147,174,175,176,195,199
50,73,101,119,145,148,174,176,195
30,47,92,101,106,174,176,194,199
10,11,18,74,112,126,148,192,195
7,26,56,106,152,175,179,191,193
3,11,36,50,86,101,117,176,199
18,39,51,101,106,122,147,165,176
7,32,50,53,86,101,174,191,199
7,86,106,112,159,162,174,175,179
17,20,101,114,148,174,182,191,198
71,75,76,90,92,106,123,130,174
7,30,66,101,106,125,174,175,194
11,24,42,59,86,101,114,174,189
23,90,100,112,120,123,174,176,192
1,35,65,92,127,165,168,174,176
11,18,31,57,86,126,146,163,176
11,18,37,57,96,101,146,148,195
10,11,18,74,86,126,148,162,195
18,42,85,101,106,122,165,176,190
9,47,63,86,94,157,174,176,192
11,74,86,112,126,148,162,192,195
11,21,22,47,92,101,127,139,174
11,39,50,80,86,110,176,195,199
11,18,31,86,126,131,148,176,195
12,75,101,147,165,174,179,189,194
18,86,105,112,146,159,176,178,181
18,58,105,106,112,159,176,178,181
11,18,31,57,86,101,146,163,176
7,46,50,73,86,101,174,191,199
11,50,86,101,111,127,133,176,199
29,30,57,60,101,175,184,191,194
64,73,86,87,101,147,175,176,199
16,50,85,101,133,165,170,176,194
11,25,84,86,112,120,123,163,176
10,11,18,86,105,112,146,176,200
11,24,46,86,101,114,148,174,189
11,50,86,101,119,145,148,176,195
17,20,86,114,148,174,182,189,198
25,43,86,112,135,156,168,174,176
6,21,22,47,92,127,142,174,175
11,16,50,64,86,101,127,133,199
10,11,50,112,120,148,174,176,192
47,82,92,101,127,165,174,176,194
64,73,87,101,147,174,175,176,195
90,100,105,112,120,123,174,176,192
7,17,20,50,73,86,101,191,199
7,19,76,86,112,148,162,174,192
11,18,39,80,86,101,110,176,195
7,66,92,99,112,138,165,175,194
101,106,147,165,175,176,177,194,199
50,73,86,119,145,148,174,176,195
7,30,66,101,174,175,191,194,199
17,86,89,101,174,175,176,195,199
7,20,40,86,101,106,127,174,199
33,92,101,106,165,174,176,188,199
11,21,22,47,101,127,139,142,174
33,82,92,101,106,175,176,188,199
11,47,65,71,86,123,174,176,192
11,24,42,46,59,86,114,148,189
17,20,32,50,53,86,101,191,199
33,82,92,101,106,165,175,176,199
11,21,47,76,92,101,127,139,142
9,47,63,94,156,157,174,176,192
11,31,39,57,86,101,146,163,176
11,21,47,59,66,92,101,156,174
71,75,76,91,92,106,123,165,174
21,47,92,127,156,174,175,176,199
11,18,57,86,101,126,146,176,195
7,26,86,101,106,175,179,191,193
23,86,90,100,105,123,174,176,192
30,47,92,101,127,174,175,176,194
39,50,86,101,110,111,176,195,199
7,24,25,68,86,151,160,173,174
3,36,50,80,86,101,117,156,176
21,92,101,127,156,174,175,176,199
11,18,31,86,96,101,131,148,176
11,50,86,112,120,148,174,192,195
47,92,101,106,132,165,174,176,194
5,11,16,46,63,65,86,141,189
7,24,25,68,106,151,160,173,174
7,29,30,57,60,125,175,191,194
11,21,47,92,101,156,174,175,176
24,25,68,86,151,160,173,174,175
30,66,101,125,174,175,191,194,199
11,47,86,105,120,156,174,176,192
11,45,86,105,123,156,174,176,192
11,21,47,59,92,101,137,156,174
71,75,76,90,92,106,123,130,165
10,11,18,74,86,112,126,148,195
11,18,31,57,86,101,146,176,195
11,31,37,57,96,101,146,148,195
11,50,80,86,101,110,176,195,199
36,38,85,101,126,165,175,176,195
25,43,86,94,112,123,135,156,174
10,86,112,120,148,174,176,192,195
7,24,25,106,151,160,173,174,175
11,21,22,76,101,127,139,142,174
18,105,106,112,146,159,176,178,181
3,50,85,101,133,165,170,176,194
11,50,86,101,108,156,174,176,199
7,29,30,101,125,175,184,191,194
11,18,31,39,57,101,126,176,195
11,21,22,47,92,101,127,139,142
64,73,86,87,101,174,175,176,195
26,56,86,101,106,152,175,179,193
7,25,68,86,106,160,173,174,175
11,21,22,47,76,92,101,139,142
10,11,18,39,92,112,167,176,181
11,47,75,92,101,139,156,164,187
30,66,101,106,125,174,191,194,199
3,50,85,101,127,133,165,170,194
75,76,91,92,106,123,130,165,174
2,18,23,86,105,146,176,181,183
11,21,92,101,127,156,174,176,199
10,11,18,74,86,148,162,192,195
47,77,82,92,127,174,175,176,194
46,50,86,101,108,140,174,187,199
7,29,57,60,101,125,175,191,194
11,18,86,112,126,148,162,192,195
25,43,86,112,123,135,156,168,174
11,24,46,59,86,101,114,148,174
11,21,47,92,127,156,174,175,176
2,10,18,23,65,86,105,146,183
11,64,86,101,174,176,186,195,199
47,63,94,123,156,157,174,176,192
86,88,94,106,107,112,123,174,176
88,94,106,107,112,120,123,174,176
24,68,86,101,106,147,174,175,176
18,39,51,101,106,122,147,176,183
25,43,86,94,112,123,135,174,176
11,31,86,96,101,126,131,148,176
26,86,101,106,152,175,179,191,193
17,86,101,114,148,174,182,189,198
1,10,35,65,92,127,168,176,194
7,29,57,60,101,125,184,191,194
11,18,31,37,57,96,101,146,148
25,86,106,112,147,159,174,175,176
77,82,92,101,127,174,175,176,194
30,47,92,101,127,175,176,194,199
11,24,46,50,86,114,148,174,189
11,39,50,80,86,101,111,195,199
11,24,46,50,101,108,148,174,189
10,50,86,112,120,174,176,192,195
18,42,85,101,106,122,147,165,190
11,42,46,59,101,114,148,174,189
11,21,47,92,127,156,175,176,199
10,11,50,86,112,120,148,174,195
26,81,92,112,123,149,156,165,176
86,90,100,112,120,123,174,176,192
77,82,92,127,165,174,175,176,194
11,25,86,112,120,123,156,174,176
11,39,50,86,101,111,176,195,199
7,20,32,53,86,101,174,191,199
11,24,42,46,86,101,114,148,189
39,50,80,86,101,110,111,195,199
9,47,63,86,94,123,156,174,176
47,92,101,106,127,174,175,194,199
71,75,76,91,106,123,130,165,174
64,73,101,147,174,175,176,195,199
47,92,101,139,140,156,164,174,187
45,47,105,120,123,156,174,176,192
7,26,56,86,101,106,152,175,179
7,20,86,101,106,174,187,191,199
11,21,22,47,92,127,139,142,174
86,107,112,120,123,135,156,174,176
21,31,47,101,106,127,175,176,194,199
33,65,104,105,134,141,165,174,176,188
11,64,73,86,101,174,175,176,195,199
11,16,18,31,57,64,95,101,148,176
53,64,86,101,147,174,175,176,195,199
47,82,92,101,106,127,165,174,175,176
11,18,57,86,96,101,126,148,176,195
11,24,50,64,73,86,101,174,176,195
21,31,47,92,101,106,113,127,194,199
11,18,39,80,86,101,122,146,176,195
11,21,27,75,91,101,148,174,176,195
11,21,27,64,75,91,101,174,176,185
11,18,31,57,101,126,146,148,176,195
11,86,88,105,112,120,123,174,176,192
21,27,64,75,91,101,148,174,176,195
4,7,16,34,82,92,101,127,165,194
47,82,101,106,127,165,175,176,194,199
11,21,27,75,91,101,148,174,176,185
7,78,90,92,106,112,162,165,171,174
47,82,101,106,127,165,174,175,176,199
47,82,92,127,165,174,175,176,194,199
11,24,64,73,86,91,101,148,174,176
18,31,57,86,96,101,126,146,148,176
7,20,26,54,73,101,121,182,191,193
11,50,64,73,101,166,174,176,195,199
47,82,92,101,106,165,174,175,176,199
47,92,101,106,127,158,165,174,194,199
21,47,92,101,106,113,127,175,176,199
11,18,31,57,86,96,101,126,148,195
7,10,64,86,112,144,148,162,174,192
47,92,101,106,127,165,175,176,194,199
18,31,39,57,86,106,146,147,183,195
24,50,73,86,91,101,145,148,176,195
11,26,36,57,86,101,126,156,175,176
7,16,65,69,75,92,115,162,165,194
11,16,18,31,52,57,86,95,101,176
82,92,101,106,127,165,175,176,194,199
1,16,85,92,101,106,127,165,176,194
11,18,31,57,86,96,101,146,148,176
11,31,57,86,96,101,146,148,176,195
7,106,112,155,159,162,165,174,175,179
82,101,106,127,165,174,175,176,194,199
75,77,91,101,147,165,172,174,176,195
11,21,27,64,75,91,148,174,176,195
18,31,39,101,106,146,147,176,183,195
11,86,105,112,120,123,156,174,176,192
7,26,54,73,86,101,121,148,182,191
18,31,57,86,96,126,146,148,176,195
47,82,92,101,127,165,174,176,194,199
11,27,64,75,91,148,174,176,185,195
21,47,92,101,106,127,175,176,194,199
112,147,156,165,175,176,177,183,194,197
47,82,92,106,127,174,175,176,194,199
22,47,92,101,127,165,174,175,176,199
18,39,86,101,106,146,147,176,183,195
7,20,66,76,79,86,101,106,174,191
11,18,96,112,126,146,148,169,176,192
47,82,92,101,106,127,165,174,194,199
11,24,46,50,86,101,148,174,189,195
11,16,18,31,52,57,64,86,101,176
11,16,18,31,52,86,95,101,148,176
33,68,75,92,101,134,156,165,174,176
11,24,50,73,86,91,145,148,174,195
20,26,54,73,86,101,121,148,191,193
11,24,50,64,73,86,91,148,176,195
11,50,73,86,101,145,148,174,176,195
11,86,105,112,120,123,156,174,176,181
47,82,92,101,106,127,174,175,194,199
7,25,86,106,112,160,173,174,175,179
47,92,101,106,127,165,174,176,194,199
11,24,50,73,86,91,145,148,176,195
47,75,92,101,106,165,174,176,194,199
11,27,64,75,91,101,174,176,185,195
82,92,101,127,165,174,175,176,194,199
20,26,54,73,86,101,121,148,182,191
47,82,101,106,127,174,175,176,194,199
11,16,18,52,57,64,86,95,148,176
47,82,101,106,165,174,175,176,194,199
11,18,86,96,112,146,148,169,192,195
18,90,92,106,112,124,138,162,165,171
11,21,27,64,91,101,148,174,176,195
16,18,42,57,86,93,101,147,148,176
11,16,31,52,57,64,86,101,148,176
11,21,27,64,75,101,148,174,176,195
11,18,31,57,86,101,126,146,148,195
11,31,86,96,101,126,146,148,176,195
11,21,64,75,101,148,174,176,185,195
21,31,101,106,113,127,175,176,194,199
10,11,18,105,112,120,126,150,176,192
11,18,86,96,112,146,148,169,176,195
47,82,92,101,127,165,174,175,176,199
47,82,92,101,106,127,165,174,176,194
11,18,31,57,86,96,101,126,176,195
11,47,86,101,127,156,174,175,176,199
18,31,57,86,101,126,146,148,176,195
21,31,47,92,101,127,175,176,194,199
11,24,50,73,86,91,101,148,176,195
11,16,18,31,52,57,64,95,148,176
7,20,26,54,86,101,148,182,191,193
47,82,92,101,165,174,175,176,194,199
11,24,50,64,73,91,101,148,174,195
11,18,31,57,96,101,146,148,176,195
11,18,31,57,64,86,95,101,148,176
47,82,92,106,127,165,174,175,176,194
11,18,57,86,96,101,126,146,176,195
11,18,57,86,101,126,146,148,176,195
7,60,101,165,175,179,184,191,194,199
82,92,101,106,165,174,175,176,194,199
8,39,58,86,101,106,147,176,195,199
17,73,86,87,101,174,175,176,195,199
21,47,92,101,106,113,175,176,194,199
7,61,82,101,106,127,165,174,194,199
25,86,90,94,106,112,120,123,174,176
7,17,20,73,86,101,148,174,182,191
11,21,27,64,75,91,101,148,185,195
11,31,57,86,96,101,126,146,148,176
11,24,50,73,86,91,101,145,148,195
