71,198
137,198
73,91
8,65
39,65
90,91
95,137
62,73
65,141
90,96
137,139
29,154
11,31,33
91,109,129
1,33,65
4,73,145
9,91,140
62,91,196
9,55,73
72,172,196
66,95,137
90,107,154
31,154,198
90,151,196
71,73,90
73,91,137
65,154,198
102,129,165
8,33,62
33,91,96
73,91,139
25,65,73
91,95,198
33,62,80
65,154,182
33,62,91,95
62,71,90,198
2,33,73,128
62,65,90,135
62,65,71,91
42,62,90,165
62,90,91,95
35,71,95,198
2,8,65,91
44,65,137,198
33,65,95,137
62,65,72,198
39,55,65,196
29,65,90,141
65,71,90,137
95,121,137,193
73,82,137,198
62,65,137,139
42,62,73,91
39,62,65,198
35,62,90,91
91,165,193,198
42,62,73,139
62,90,137,196
42,65,73,91
33,56,90,96
28,33,65,180
90,91,159,189
14,31,40,62
33,60,73,132
9,65,90,116
28,29,90,154
6,65,73,95
91,129,137,198
2,65,137,165
9,31,41,55,65,73,84,91,139
9,31,33,42,131,137,154,193,198
31,62,65,72,91,95,137,165,198
42,56,62,65,71,91,129,177,198
33,42,65,66,71,90,91,95,198
11,16,28,33,73,115,154,170,198
65,71,80,91,95,145,165,198,200
33,62,71,73,90,91,96,115,162
9,31,33,42,73,90,137,154,193
33,62,65,71,80,91,95,145,198
50,55,62,65,71,73,91,95,145
1,56,65,71,73,90,91,93,198
31,33,65,73,90,91,94,188,198
33,62,65,69,73,90,91,137,149
25,33,52,66,72,91,95,129,137
9,11,28,31,33,65,73,90,93
21,38,65,71,137,142,173,196,198
62,65,70,91,137,138,139,151,196
31,43,48,73,86,90,91,139,169
1,33,56,62,65,71,73,91,192
42,62,71,73,77,91,137,193,198
62,65,72,90,91,137,151,165,198
9,41,42,55,73,84,90,91,139
33,56,62,65,73,90,91,141,198
33,42,62,90,95,96,137,188,193
42,62,71,73,91,95,96,115,198
1,33,62,65,71,90,91,95,198
9,31,33,90,131,137,154,193,198
55,62,65,71,90,91,103,139,196
33,52,66,72,91,95,129,137,198
31,62,65,90,91,95,137,165,198
9,31,33,65,73,91,108,126,137
33,56,62,71,73,90,91,93,198
9,19,28,31,54,65,139,165,192
9,33,44,65,90,91,137,165,198
62,65,90,91,137,138,151,196,198
19,55,62,71,90,103,137,139,196
9,11,28,73,115,154,170,193,198
33,62,71,90,96,115,123,141,162
62,73,89,90,91,95,96,137,198
33,42,44,109,126,129,137,165,198
9,28,33,36,65,90,154,165,198
33,50,55,62,65,73,91,95,145
1,11,31,62,72,90,91,95,198
3,16,28,33,55,71,73,144,154
9,13,31,42,65,73,139,150,154
9,31,42,44,77,109,137,165,198
8,33,42,62,65,73,90,91,155
65,68,72,91,95,137,146,165,198
38,39,62,65,137,142,173,196,198
1,33,65,71,73,80,91,95,198
10,22,33,40,42,71,90,95,137
31,62,65,72,91,95,132,137,198
19,28,33,35,65,71,80,127,141
1,33,56,65,71,73,91,95,198
42,62,65,71,90,91,95,137,188
33,42,62,71,73,96,137,188,193
31,43,48,62,73,86,90,91,196
9,13,31,42,73,137,150,154,198
1,7,31,65,72,85,86,172,175
19,31,62,72,90,91,119,165,175
9,28,31,33,65,73,90,93,198
19,33,35,65,71,80,127,198,200
62,70,90,91,137,138,139,196,198
1,33,56,62,65,71,73,91,93
62,65,70,90,91,137,138,139,196
1,33,56,62,73,90,91,141,198
3,28,33,45,55,71,73,115,154
42,65,79,91,105,137,138,196,198
9,28,31,33,65,90,93,154,198
9,11,16,33,73,154,170,193,198
31,33,62,65,72,91,132,137,198
9,13,31,42,137,139,150,154,198
10,33,40,42,55,62,65,71,137
31,33,62,65,72,90,91,137,198
9,31,33,42,91,108,126,137,198
31,33,65,73,90,91,94,137,198
9,11,28,31,33,55,65,90,154
33,62,65,66,73,91,95,137,188
31,33,42,73,91,108,126,137,198
9,13,31,42,65,137,139,150,198
1,33,56,62,71,90,91,95,198
9,19,31,54,65,106,165,192,198
33,62,65,69,71,90,91,137,149
65,72,90,91,95,137,146,165,198
62,65,70,91,137,138,139,151,198
33,62,71,90,91,95,137,188,198
1,62,65,71,73,80,90,95,198
33,72,80,91,95,132,193,197,198
11,16,31,73,91,123,145,148,198
20,62,72,78,97,143,156,196,198
62,65,66,73,90,95,137,188,198
33,42,62,65,71,73,91,95,183
21,33,62,65,69,71,73,137,149
25,65,73,86,91,101,138,139,196
31,33,65,72,91,108,132,137,198
1,56,62,65,71,73,90,91,93
22,33,42,55,62,65,71,73,137
9,28,33,65,90,154,165,182,198
1,11,31,33,62,65,72,90,91
11,28,31,65,73,90,93,154,198
33,62,65,69,73,91,137,149,198
13,42,65,73,137,139,150,154,198
9,11,28,31,33,55,65,107,154
1,33,62,65,71,90,91,141,198
19,31,62,65,90,91,125,137,198
1,33,62,65,71,73,80,95,198
4,33,41,55,65,73,91,126,145
33,42,73,95,96,137,188,193,198
33,55,62,65,69,71,90,137,149
1,33,56,62,65,71,73,90,141
22,33,42,62,63,65,71,95,137
9,11,28,33,36,65,90,154,182
19,38,65,71,91,137,139,196,198
9,19,33,42,65,90,93,165,198
27,33,50,55,62,71,73,95,145
33,62,65,71,80,95,145,198,200
31,33,62,91,95,108,132,137,198
9,31,42,65,137,139,150,154,198
27,33,55,62,71,73,91,95,145
3,33,71,73,90,91,95,137,176
33,62,65,90,91,95,137,165,198
25,33,52,72,91,95,129,137,198
1,31,33,65,72,90,91,95,198
9,11,28,31,33,73,90,93,198
33,50,55,65,71,73,91,95,145
8,9,31,33,53,73,137,140,183
33,42,62,71,90,137,167,193,198
9,65,73,79,90,105,137,139,198
21,33,62,65,69,73,91,137,149
9,11,28,31,33,55,65,73,154
20,31,33,44,91,137,157,159,198
21,33,62,69,71,73,91,137,198
9,13,31,42,65,73,137,154,198
1,62,65,71,73,90,91,95,198
31,33,42,65,73,91,126,137,198
9,11,28,31,33,73,90,154,198
33,42,71,73,90,91,95,96,193
1,33,62,65,73,91,95,192,198
33,42,62,91,95,137,188,193,198
31,65,68,90,91,95,137,146,165
33,62,65,72,90,91,95,137,198
31,62,65,73,90,125,139,163,198
8,31,33,53,65,73,137,140,183
3,33,45,55,71,73,115,144,154
31,62,65,73,125,137,139,150,163
21,38,39,62,65,71,137,173,196
19,62,65,72,98,137,165,182,198
9,31,41,42,55,65,84,90,139
21,39,62,65,71,91,134,138,196
21,39,62,65,73,91,134,138,198
33,65,71,90,91,100,137,165,198
33,62,65,72,91,95,137,165,198
62,71,73,78,120,139,183,190,196
1,62,65,71,73,80,91,95,198
31,62,65,72,95,108,132,137,198
21,33,65,69,71,73,91,137,149
33,62,65,72,90,91,95,137,165
31,65,72,90,91,95,137,165,198
1,11,31,62,65,72,90,91,198
19,28,33,35,65,71,80,141,198
31,62,65,73,125,139,150,163,198
33,62,65,71,73,90,91,95,198
1,62,65,71,73,90,91,93,198
10,40,42,55,62,71,90,95,137
9,11,28,36,90,154,165,182,198
25,33,65,72,95,126,129,137,198
31,62,65,73,90,137,139,163,198
33,62,65,69,71,73,91,149,198
8,33,42,62,65,73,91,95,137
11,16,31,33,77,123,126,148,198
11,16,28,33,73,115,154,193,198
1,17,33,54,62,65,71,80,141
33,62,71,90,95,115,193,198,199
33,44,65,68,90,91,137,165,198
19,62,65,71,90,103,137,139,196
9,31,33,42,65,73,126,137,198
31,65,72,90,91,95,146,165,198
9,11,28,31,33,65,90,93,198
22,33,42,55,62,90,95,137,165
19,42,65,90,91,93,113,165,198
1,33,62,65,73,80,91,145,198
8,33,42,62,65,90,91,141,188
1,33,62,71,73,80,95,145,198
31,62,65,73,90,125,150,163,198
31,65,91,95,102,129,165,184,198
9,19,33,42,65,90,91,113,198
31,62,65,72,90,91,105,196,198
8,9,31,33,53,73,91,137,183
22,55,62,63,65,71,73,95,137
33,42,56,62,65,71,91,95,129
9,31,33,65,91,108,126,137,198
38,39,62,65,71,142,173,196,198
27,33,50,55,65,71,91,95,145
8,9,31,53,65,73,91,137,140
9,11,16,28,73,115,154,193,198
33,62,65,72,90,95,151,165,198
9,31,33,44,65,68,91,137,165
62,65,71,73,83,90,95,137,198
33,62,73,90,91,115,123,162,198
1,33,56,62,65,71,90,93,198
9,31,33,42,73,108,126,137,198
8,9,31,33,53,73,91,140,183
19,55,62,65,71,91,103,137,196
9,19,33,42,65,90,91,113,165
33,42,71,75,96,126,137,152,165,198
2,8,9,53,73,90,91,110,137,188
8,41,42,65,71,90,91,95,139,186
57,62,71,80,90,91,138,139,196,198
33,35,71,90,91,95,137,159,189,193
19,35,62,65,71,90,91,137,139,184
62,65,72,91,95,129,132,137,165,198
19,42,62,69,71,90,91,137,165,198
20,31,33,35,72,90,91,95,137,198
33,35,62,71,90,91,95,159,189,198
39,42,62,65,71,73,90,138,173,198
33,49,60,62,65,71,90,98,165,198
9,31,39,55,65,90,91,105,137,196
31,39,55,65,90,91,105,137,172,196
1,8,31,33,62,65,73,90,91,169
60,62,64,72,90,95,137,138,150,198
33,42,71,75,91,96,126,137,152,198
33,49,60,62,65,71,90,95,137,198
9,11,28,33,65,90,93,116,154,165
2,9,31,33,42,65,73,90,91,137
31,33,62,65,72,91,95,132,137,198
21,32,34,39,62,65,71,73,138,198
65,66,73,79,95,118,138,139,145,198
42,65,71,73,90,91,137,138,139,196
42,62,65,71,73,137,138,173,196,198
62,71,73,80,90,91,95,139,174,198
33,62,90,91,96,137,152,165,193,198
33,40,59,62,72,86,91,117,183,193
19,24,62,71,90,91,120,138,158,198
33,42,51,62,71,73,90,91,115,156
19,20,24,31,48,72,90,137,143,196
24,62,71,73,90,91,120,137,193,198
33,62,65,72,95,129,132,137,165,198
39,42,62,65,71,73,90,91,137,138
2,31,44,62,65,72,90,137,165,198
1,23,33,56,60,65,71,73,90,95
39,42,62,65,73,90,91,138,196,198
33,42,62,65,69,90,91,137,165,198
33,62,71,90,91,95,160,165,193,198
42,62,71,73,90,120,137,139,196,198
39,42,62,65,71,90,137,138,173,198
8,33,62,71,91,95,129,160,193,194
33,42,62,66,71,90,91,95,137,165
65,66,71,79,91,95,138,139,145,198
33,42,62,65,69,71,73,90,135,137
35,66,71,91,95,137,153,188,189,198
16,33,62,73,87,90,91,95,193,198
1,33,62,71,73,96,123,147,162,198
33,49,60,62,65,71,98,137,165,198
42,71,73,90,91,120,137,138,139,196
31,33,62,65,72,91,95,129,132,137
35,62,66,71,91,137,153,188,189,198
9,33,73,91,104,123,145,148,162,193
6,22,33,62,65,71,73,90,95,137
8,33,40,62,65,72,90,91,95,137
42,62,73,90,120,137,138,139,196,198
1,33,56,60,62,71,73,90,141,198
33,62,71,90,91,137,152,165,193,198
12,62,65,71,73,90,137,138,139,196
1,8,33,35,40,62,65,90,91,95
33,42,62,71,73,90,95,121,193,198
33,58,73,91,95,99,108,132,137,198
19,24,62,90,91,120,138,159,196,198
41,55,62,65,71,90,92,95,138,139
17,42,62,65,71,80,139,141,196,198
42,62,71,90,91,120,138,139,196,198
33,35,62,71,91,95,137,159,189,198
33,35,71,90,91,95,137,159,193,198
22,42,55,62,65,71,73,90,95,137
33,60,62,65,71,73,90,95,112,198
33,49,62,65,71,95,98,137,165,198
33,35,62,66,71,95,137,153,188,189
8,33,42,62,65,71,73,91,95,188
5,16,19,20,31,33,47,53,115,162
35,62,65,71,90,91,137,139,168,184
33,58,62,65,66,73,95,137,188,198
19,30,33,48,65,72,76,90,91,137
57,71,73,80,90,91,138,139,156,196
35,62,65,71,90,91,139,168,184,196
1,11,31,62,65,73,90,91,95,185
2,9,33,53,73,90,107,128,137,154
24,71,73,90,91,120,138,193,196,198
31,39,55,65,90,91,105,172,187,196
42,62,65,90,91,137,138,139,196,198
19,35,65,71,90,91,137,139,168,196
2,31,33,44,62,65,72,90,91,198
9,11,31,33,65,90,93,116,165,198
1,11,31,62,65,73,90,91,95,198
8,33,42,62,71,90,91,95,137,188
33,44,62,65,72,90,91,137,165,198
1,17,33,56,62,65,73,90,141,198
71,80,90,91,95,138,139,156,174,198
31,33,73,91,104,123,145,148,162,193
33,58,62,65,73,91,95,99,108,132
33,35,62,71,90,91,95,159,193,198
2,31,33,62,65,72,90,91,137,198
33,62,71,73,91,95,136,137,193,198
1,31,33,35,62,65,72,90,91,95
33,58,62,65,91,95,99,132,137,198
31,62,65,72,91,95,129,132,137,165
9,11,28,31,33,65,73,74,90,107
49,60,62,71,90,95,98,137,165,198
42,46,62,65,71,73,80,139,141,198
24,71,73,91,120,137,138,193,196,198
9,11,28,31,33,41,65,74,90,107
26,35,62,80,91,95,139,145,198,200
1,33,62,73,90,96,123,147,162,198
39,42,62,71,90,91,137,138,196,198
39,62,72,80,88,91,132,138,196,200
6,33,45,62,65,71,90,95,122,137
33,49,60,62,65,95,98,137,165,198
2,31,33,44,65,90,91,137,165,198
33,42,60,62,65,90,95,137,188,198
33,49,60,62,90,95,98,137,165,198
39,62,65,72,80,88,91,132,196,198
31,33,35,62,72,90,91,95,175,198
9,42,65,91,137,138,139,191,196,198
9,31,33,73,91,145,148,162,193,198
33,62,71,73,89,90,124,137,188,198
33,62,71,73,89,95,124,137,193,198
2,9,31,53,65,73,90,91,137,188
33,35,62,71,90,95,137,159,193,198
33,62,73,90,95,96,115,156,193,198
22,33,62,65,71,73,90,91,95,137
33,42,65,66,71,91,95,129,165,198
33,42,71,75,91,96,129,137,152,198
34,42,62,66,71,73,90,91,137,198
39,42,62,65,71,90,137,173,196,198
33,40,53,62,65,72,90,91,95,137
17,42,46,62,65,71,73,139,196,198
33,49,60,62,65,90,98,137,165,198
33,49,60,65,71,90,95,137,165,198
42,62,65,71,73,137,139,184,196,198
39,42,65,71,90,137,138,173,196,198
8,18,31,33,62,65,72,86,90,175
21,32,39,62,65,66,73,137,138,198
9,31,73,91,104,123,145,148,193,198
33,35,62,65,66,71,95,137,188,198
26,35,62,65,80,91,95,139,145,198
71,73,80,90,91,95,138,156,174,198
6,33,45,55,62,71,73,90,91,95
1,33,56,62,71,90,96,123,147,162
9,31,39,65,90,91,105,137,172,187
33,35,62,71,90,91,95,137,159,189
62,66,90,91,120,137,139,179,189,198
19,33,42,69,71,90,91,137,165,198
2,33,44,62,72,90,91,137,165,198
66,71,91,120,137,139,159,179,189,198
2,31,33,62,65,72,90,91,165,198
1,8,31,33,40,65,72,86,90,175
31,33,72,89,90,91,119,137,165,198
9,33,60,65,73,82,90,137,154,198
19,31,33,35,48,65,72,91,137,198
19,20,24,48,90,91,105,143,196,198
2,31,33,62,65,90,91,137,165,198
19,33,48,65,69,72,90,91,137,198
17,42,62,65,71,73,80,139,196,198
33,42,71,91,96,126,129,137,165,198
62,71,90,91,95,137,159,189,193,198
33,35,62,66,71,91,137,153,189,198
6,33,45,55,62,65,71,90,91,137
42,62,71,73,90,91,137,138,139,198
31,33,62,65,72,91,95,129,137,198
9,19,42,65,91,105,137,138,191,196
37,42,62,65,66,73,90,91,139,198
33,42,62,66,90,91,95,137,165,198
16,33,67,71,91,145,160,162,198,200
9,33,42,65,81,90,91,137,188,198
39,42,62,71,73,90,91,137,138,196
57,62,80,90,91,138,139,156,196,198
31,33,65,72,91,95,129,132,137,165
33,62,71,90,95,137,159,189,193,198
33,62,71,89,90,91,137,160,165,193
33,45,55,62,65,71,73,91,95,137
9,31,39,55,65,90,91,137,172,187
39,42,62,65,71,73,137,138,173,196
33,34,42,62,65,66,71,73,91,137
42,62,65,71,137,138,139,150,196,198
33,62,71,73,89,90,137,188,193,198
31,33,73,91,123,145,148,162,193,198
19,31,33,48,62,65,72,90,91,198
22,33,42,55,62,65,73,90,95,137
42,62,65,73,90,137,138,139,150,198
6,33,45,62,65,73,90,91,95,137
39,42,62,65,71,73,90,137,138,196
22,33,55,62,65,73,90,91,95,137
41,42,55,62,65,73,90,92,95,138
33,35,62,65,66,90,91,95,137,198
33,41,42,56,62,65,71,73,90,91
2,31,33,44,62,65,72,137,165,198
19,35,62,71,90,91,137,139,168,184
58,62,65,73,95,99,108,132,137,198
33,35,62,65,71,90,91,95,137,188
8,33,35,40,61,62,65,71,91,95
6,45,55,62,65,71,90,95,122,137
19,31,33,48,65,72,90,91,137,198
9,33,53,65,73,90,91,137,176,188
39,42,62,65,73,90,137,138,173,198
6,33,45,55,62,65,73,90,91,95
33,62,65,72,91,95,132,137,165,198
33,62,71,91,96,137,152,165,193,198
22,33,42,62,65,73,90,91,95,137
9,16,19,20,31,33,53,91,115,162
39,65,72,80,88,91,132,138,198,200
62,71,73,89,90,95,124,137,188,193
1,17,33,56,60,65,73,90,141,198
33,42,55,56,62,65,71,73,90,91
24,62,71,90,91,120,138,193,196,198
14,31,33,40,62,65,72,86,165,175
16,33,42,71,73,91,95,96,115,198
1,33,56,62,71,96,123,147,162,198
11,31,33,62,65,73,90,91,185,198
1,8,33,48,62,65,73,90,91,169
6,9,33,53,65,73,90,107,137,154
19,33,42,65,69,71,90,91,137,198
33,45,55,62,65,71,90,91,95,137
9,15,28,33,73,132,154,192,193,198
12,62,65,71,73,90,135,137,138,139
6,22,33,55,65,71,90,91,95,137
39,42,55,62,65,71,73,137,138,196
2,21,33,62,73,91,108,111,137,198
33,42,62,71,90,91,137,152,165,198
33,62,66,71,90,91,95,137,188,198
2,9,31,33,65,73,90,137,188,198
31,33,62,72,89,91,95,119,137,165
9,39,55,65,90,91,105,137,172,196
42,62,71,73,90,91,137,139,184,198
22,33,55,62,65,71,73,90,91,137
33,71,73,89,90,95,124,188,193,198
21,32,34,39,62,65,66,73,137,198
1,33,60,62,65,71,73,90,95,112
2,33,44,62,65,72,90,91,137,165
66,90,91,120,137,139,159,179,189,198
6,9,33,53,65,73,107,128,137,154
31,33,44,62,65,72,90,137,165,198
12,55,62,65,73,90,135,138,139,196
16,31,33,62,87,90,91,95,162,193
12,55,62,71,73,90,135,138,139,196
33,62,71,73,89,90,95,124,137,188
42,65,71,73,91,137,138,139,196,198
6,22,33,55,62,71,73,91,95,137
2,9,31,33,42,73,90,91,137,198
2,8,9,31,53,65,91,110,137,188
19,20,24,31,72,90,91,105,196,198
8,62,71,91,95,129,137,160,193,194
42,62,71,73,90,95,96,137,193,198
19,33,35,62,65,72,90,91,137,198
33,42,51,56,62,71,91,95,115,198
33,49,62,65,71,90,95,98,137,165
1,23,56,60,65,71,73,90,95,198
2,6,9,33,53,73,107,128,137,154
6,33,45,55,62,71,73,90,95,122
12,62,71,73,90,135,137,138,139,196
22,33,42,55,65,71,73,91,95,137
62,66,71,120,137,139,159,179,189,198
62,65,71,73,90,91,137,138,196,198
19,35,62,65,71,90,137,139,184,196
1,8,31,33,62,72,86,90,91,175
33,35,62,66,71,91,137,153,188,198
6,33,55,62,65,71,73,90,95,122
39,42,55,62,65,71,90,138,171,196
1,33,60,62,65,73,80,90,95,112
8,33,42,62,65,73,90,91,95,188
62,71,73,80,90,91,95,138,139,198
8,41,42,61,65,71,90,91,138,139
65,66,71,73,79,91,95,138,145,198
1,8,31,33,62,65,86,90,91,169
17,46,62,65,71,73,80,139,141,198
57,62,71,80,90,91,138,139,156,196
42,65,71,73,90,91,137,139,196,198
42,62,65,73,90,137,138,139,196,198
20,31,33,35,62,72,90,95,137,198
5,9,16,19,20,31,53,91,115,162
57,71,73,80,90,91,139,156,196,198
1,8,31,33,40,65,72,86,90,91
6,33,45,55,62,65,71,95,122,137
42,62,65,73,90,137,138,173,196,198
31,33,65,72,91,129,132,137,165,198
9,31,39,55,65,91,105,172,187,196
1,11,62,65,73,90,91,95,185,198
33,35,62,65,66,90,91,137,188,198
12,55,62,71,73,90,137,138,139,196
1,8,31,33,40,65,72,90,91,175
33,42,71,91,126,129,137,152,165,198
62,66,71,90,91,137,139,159,189,198
8,33,40,53,62,65,72,90,91,137
33,73,89,90,95,124,137,188,193,198
33,35,71,90,91,95,137,189,193,198
8,33,40,59,62,86,91,117,132,183
33,42,62,73,90,96,121,137,193,198
6,9,33,53,73,90,107,128,137,154
2,31,33,44,62,65,72,91,165,198
33,71,90,91,95,137,159,189,193,198
42,62,73,90,91,137,138,139,196,198
1,33,60,62,71,80,90,95,112,198
33,42,62,71,91,137,152,165,193,198
1,31,35,62,65,72,90,91,175,198
8,33,40,62,71,95,129,137,193,194
33,42,55,62,65,69,71,73,90,135
9,11,28,31,65,90,93,116,154,198
9,31,73,91,104,145,148,162,193,198
33,35,71,90,91,95,137,159,189,198
33,42,62,65,66,71,95,137,165,198
1,31,33,65,72,90,91,95,175,198
9,33,73,91,123,145,148,162,193,198
19,42,62,65,69,71,90,91,137,198
33,75,91,96,126,129,137,152,165,198
14,31,33,40,62,65,72,90,122,165
33,60,62,65,71,90,95,98,165,198
31,33,65,72,76,90,91,95,137,198
33,35,62,90,91,95,137,159,193,198
39,62,65,71,73,90,91,138,196,198
33,42,71,90,91,96,137,152,193,198
1,11,31,33,62,73,90,95,185,198
41,42,55,62,65,73,90,92,95,139
6,33,45,55,62,71,90,95,122,137
20,31,33,35,72,90,91,95,137,193
35,62,71,90,91,95,137,189,193,198
12,55,62,65,71,135,137,138,139,196
33,35,62,66,91,95,153,188,189,198
1,8,31,33,62,65,73,86,90,91
6,45,62,65,71,73,90,95,122,137
71,73,80,90,91,138,139,156,174,198
42,60,62,65,71,90,95,137,188,198
16,33,73,87,90,91,95,162,193,198
41,42,61,65,90,91,95,138,139,186
62,65,71,73,137,138,139,150,196,198
62,65,80,88,91,132,138,196,198,200
33,42,62,66,71,73,90,91,137,198
71,89,90,91,95,137,160,165,193,198
33,62,65,66,71,90,91,95,188,198
33,41,42,55,62,65,71,73,91,95
33,62,71,89,90,95,137,188,193,198
58,62,65,73,91,95,99,108,132,198
9,28,31,33,65,93,116,154,165,198
19,35,65,71,91,137,139,168,184,196
5,9,16,19,20,31,33,53,91,162
22,33,55,65,71,73,90,91,95,137
33,58,62,65,66,73,90,91,188,198
1,8,33,48,65,73,86,90,91,169
42,62,71,73,90,91,120,137,138,196
8,9,31,33,53,65,73,91,176,188
24,71,73,90,120,137,138,193,196,198
31,33,62,65,72,86,90,122,165,175
22,33,42,55,65,73,90,91,95,137
5,9,16,19,20,33,47,53,91,115
2,31,33,42,65,90,91,137,188,198
9,16,19,20,31,47,53,91,115,162
2,33,44,65,72,90,91,137,165,198
14,31,33,40,62,65,86,90,165,175
6,33,45,55,62,65,71,90,122,137
9,31,33,42,65,73,90,91,137,188
9,31,33,73,91,104,123,148,162,198
1,8,31,33,40,62,65,86,90,91
33,35,62,65,66,71,90,95,137,198
9,28,33,41,55,65,73,74,90,107
33,42,60,65,73,90,95,137,188,198
33,35,62,65,66,71,90,91,95,188
33,42,55,62,71,73,90,91,135,137
42,62,65,71,73,90,91,95,137,188
9,31,73,91,104,123,145,148,162,193
9,28,33,60,65,73,132,154,180,198
31,33,62,89,90,91,119,137,165,198
33,42,62,65,71,73,90,91,95,137
19,33,48,65,69,72,76,90,137,198
33,49,60,62,65,90,95,98,165,198
39,42,65,71,73,90,91,137,138,196
12,55,62,65,71,73,90,135,137,196
8,31,33,65,73,90,91,137,176,188
2,31,44,65,72,90,91,137,165,198
65,66,71,73,79,91,95,118,145,198
24,62,73,91,120,137,138,193,196,198
33,51,71,73,90,91,95,96,115,198
39,62,65,72,80,88,91,132,196,200
42,62,65,71,73,90,91,138,139,198
19,33,42,62,65,71,90,91,137,165
39,65,72,80,88,91,132,138,196,200
19,31,33,65,81,90,91,137,188,198
33,34,42,62,65,66,90,91,137,198
6,22,55,62,65,71,73,90,95,137
42,46,62,65,71,73,80,139,196,198
33,34,42,62,65,71,73,90,91,137
16,33,67,71,91,95,148,162,198,200
42,62,65,71,90,91,137,138,139,198
33,42,55,62,65,73,90,91,95,137
33,42,62,66,71,91,95,129,137,165
33,41,42,62,65,71,73,90,91,95
39,42,62,73,90,91,137,138,196,198
42,62,71,73,90,91,137,138,196,198
42,62,65,66,71,73,90,91,137,198
1,60,62,65,71,80,90,95,112,198
19,30,33,69,72,76,90,91,137,198
33,41,42,56,62,65,71,73,91,95
9,31,73,91,104,123,145,162,193,198
42,62,65,71,73,90,91,137,138,139
39,65,71,73,90,91,137,138,196,198
22,42,55,62,65,71,90,91,95,137
33,62,65,66,71,90,91,95,165,198
33,42,62,71,90,96,137,152,165,193
42,62,65,71,90,91,137,139,184,198
33,42,51,62,90,95,96,115,156,198
33,62,71,90,91,95,159,189,193,198
2,8,9,31,53,65,73,90,110,137
42,62,65,71,90,91,137,184,196,198
62,73,80,90,95,138,139,156,174,198
33,42,60,62,71,90,95,137,188,198
1,33,60,62,65,71,73,80,95,198
33,41,42,55,56,62,71,73,90,91
31,33,35,62,65,72,90,91,137,198
65,71,73,79,91,95,118,139,145,198
9,31,33,91,104,123,145,148,162,198
33,45,55,62,65,71,90,95,122,137
33,41,42,55,56,62,65,71,91,95
6,55,62,65,71,73,90,91,95,137
39,42,62,65,71,73,90,91,138,198
8,33,42,62,73,90,91,95,137,188
35,62,71,90,91,137,139,168,184,196
31,33,72,91,95,129,132,137,165,198
6,22,33,62,71,73,90,91,95,137
62,65,71,73,90,137,139,150,196,198
62,71,73,90,91,120,137,138,196,198
33,62,65,66,73,90,95,137,188,198
33,49,60,62,65,71,95,98,165,198
33,42,62,71,73,90,95,96,137,198
1,33,35,40,61,62,65,90,91,95
33,35,62,71,91,95,137,159,193,198
62,66,71,90,91,120,137,139,159,179
42,62,65,73,91,137,138,139,196,198
33,45,55,62,65,71,73,90,95,137
31,33,40,53,62,65,72,90,95,137
57,62,71,73,90,91,138,139,196,198
42,62,65,69,71,73,90,91,135,137
39,62,65,72,88,91,132,138,196,198
26,35,62,65,71,80,91,145,198,200
33,42,71,75,91,96,126,129,137,165
1,8,31,40,65,72,86,90,91,175
24,62,71,73,90,91,120,193,196,198
22,33,42,55,62,65,71,73,91,137
12,55,62,65,71,90,135,137,138,139
39,42,62,65,71,90,138,173,196,198
6,22,33,55,62,65,71,90,95,137
33,42,62,71,73,90,91,95,137,188
1,33,56,60,62,65,71,90,141,198
33,58,65,73,91,95,99,132,137,198
22,42,55,65,71,73,90,91,95,137
9,31,33,42,65,73,90,137,188,198
33,35,62,71,90,95,159,189,193,198
8,33,40,59,62,72,86,91,132,193
33,62,65,91,95,129,132,137,165,198
26,35,62,65,80,91,139,145,198,200
9,31,33,91,123,145,148,162,193,198
2,31,33,44,65,72,90,91,165,198
2,9,31,33,42,73,91,137,188,198
9,11,28,33,41,55,65,73,74,107
33,62,71,89,90,91,137,160,165,198
33,62,72,89,90,91,95,119,165,198
33,42,62,71,73,90,96,121,193,198
37,62,65,66,71,73,91,95,139,198
42,62,71,73,90,95,96,121,193,198
9,11,31,33,55,65,81,90,91,130
33,40,62,71,91,95,137,160,193,194
16,33,67,71,95,145,148,162,198,200
8,33,40,62,71,91,137,160,193,194
35,62,65,66,90,91,95,137,188,198
42,62,65,73,90,137,139,184,196,198
42,62,71,90,95,96,121,137,193,198
1,33,56,71,73,90,96,123,147,198
1,28,29,33,65,71,73,90,141,154
9,19,31,33,42,90,91,137,188,198
19,30,33,48,65,69,76,90,91,198
42,55,62,65,71,73,90,92,138,139
33,62,71,89,90,91,95,165,193,198
16,42,62,71,73,91,95,96,156,193
8,9,31,53,65,90,91,110,137,188
41,42,55,62,71,73,90,95,138,139
42,51,56,62,90,95,96,115,156,198
14,31,33,40,62,65,72,86,90,165
19,24,62,71,90,91,120,138,196,198
33,62,71,89,91,95,137,160,165,198
33,62,71,90,91,95,137,159,189,193
42,62,71,73,90,91,137,138,139,196
62,71,73,90,95,124,137,188,193,198
31,33,44,65,72,90,91,137,165,198
2,9,33,42,65,73,90,137,188,198
22,33,42,55,62,71,73,90,91,95
26,35,65,71,80,91,95,139,198,200
8,31,33,40,53,62,72,90,91,95
39,62,65,73,90,91,137,138,196,198
62,71,90,91,120,137,138,193,196,198
2,31,33,62,65,72,91,137,165,198
8,42,61,65,71,90,91,95,139,186
5,9,16,19,20,33,47,91,115,162
