6,60,114,173,181
48,56,77,88,176
82,91,176,181,195
91,173,176,181,195
8,30,63,88,140
10,51,86,99,120
31,83,114,126,171
11,77,128,162,184
39,85,93,114,119
4,75,150,173,175
31,55,121,169,181
48,59,77,143,193
3,102,128,152,184
32,37,77,88,114
46,48,68,116,143
19,31,93,176,188
13,21,43,69,195
26,115,130,140,176
48,49,82,177,181
48,56,77,162,176
48,77,168,177,181
1,62,111,182,198
30,67,105,128,141
44,105,135,136,143
29,94,115,136,138,149,173
10,48,55,135,158,176,181
2,4,46,48,113,143,177
4,30,57,67,87,128,176
48,49,71,82,156,177,194
4,15,21,37,79,82,158
6,18,37,87,94,136,176
6,10,37,136,160,176,188
6,38,57,160,169,176,181
36,48,93,115,119,165,176
10,66,94,107,115,134,198
4,15,37,57,115,158,177
21,71,76,82,143,156,170
13,43,57,144,169,176,177
9,127,130,136,171,173,193
6,8,11,60,81,171,173
10,22,71,94,101,115,173
4,6,24,48,57,173,180
6,22,57,67,82,181,197
6,10,88,94,109,134,156
4,48,97,134,158,173,177
75,88,136,149,158,173,176
54,95,130,136,171,173,193
5,6,80,114,138,183,188
40,53,73,131,142,146,191
35,51,68,89,105,110,147
22,44,66,74,83,137,166
29,94,101,115,136,139,149
27,48,120,121,135,183,188
48,62,77,97,173,177,184
44,66,74,109,122,162,185
34,41,48,82,87,129,162
6,18,33,37,45,75,161
16,45,56,96,124,155,189
17,54,140,141,148,164,195
6,48,91,100,118,176,183
2,77,97,107,132,147,173
3,25,77,82,151,182,197
2,66,102,117,122,126,154
21,54,117,141,164,173,180
4,65,115,134,158,177,196
8,37,99,105,109,167,196
25,26,31,50,51,121,178
6,37,57,94,115,197,199
4,47,53,82,143,176,193
4,6,97,114,173,181,184
4,5,6,33,39,40,124
8,35,58,78,82,104,105
6,80,88,118,136,176,177
2,33,53,54,117,122,199
21,118,127,142,156,158,191
6,22,57,91,96,148,181
7,30,47,101,127,136,190
32,35,49,56,78,88,179
10,45,94,118,158,161,181
4,6,48,52,82,176,177
14,18,33,43,95,110,167
6,8,10,37,83,88,131
2,7,48,49,61,105,113
4,48,57,88,120,121,158
10,94,115,135,146,176,181
4,6,40,67,79,148,184
6,21,63,97,132,157,192
10,36,48,54,55,81,185
48,57,59,71,94,134,148
4,6,21,110,114,173,180
17,31,93,100,110,114,180
4,6,40,48,57,82,177
20,74,109,111,123,149,158
2,48,49,63,67,85,103
27,48,121,126,135,158,181
5,13,113,145,158,172,179
32,37,45,97,119,121,197
6,10,48,61,94,115,139
55,112,139,145,147,149,184
6,10,115,136,153,177,181
4,37,94,115,158,181,196
6,34,43,48,58,118,181
4,10,69,111,158,169,181
18,37,38,77,105,128,149
2,21,54,120,173,182,195
6,17,22,57,71,82,194
6,10,88,94,118,146,176
10,35,115,158,161,169,181
57,69,94,118,136,158,181
26,48,61,84,106,121,175
4,6,10,24,169,173,181
2,4,21,48,118,177,180
12,30,44,84,103,105,166
6,10,47,78,88,112,176
2,48,49,61,105,120,149
8,13,21,40,48,82,99
4,10,37,94,115,141,176
4,6,10,14,88,118,134
4,32,33,43,70,115,117
41,48,77,88,103,149,173
6,10,48,115,134,139,153
6,10,118,170,177,181,191
4,14,15,63,120,159,189
37,57,89,136,160,176,188
11,21,35,50,67,105,143
4,10,144,152,173,176,181
6,8,17,42,79,82,191
4,37,82,113,143,177,187
6,34,45,71,115,187,194
4,5,6,33,37,57,88
25,62,90,104,173,176,195
37,41,77,82,87,129,197
1,21,48,105,120,149,173
57,88,94,109,113,134,158
49,52,112,119,134,147,175
48,57,71,82,91,121,194
35,59,100,144,166,167,169
4,5,6,33,39,57,115
21,63,77,132,142,187,194
11,28,55,112,132,184,199
4,37,40,44,121,160,184
6,22,57,71,94,115,173
9,12,13,107,112,127,146
2,11,35,53,67,105,143
8,20,40,99,109,196,199
13,48,57,82,158,176,177
57,82,123,158,169,177,181
4,15,86,120,127,158,173
5,13,16,29,40,141,143
10,45,60,115,158,176,181
21,104,105,132,158,173,189
6,21,48,81,82,127,130
10,24,60,103,144,169,173
10,94,115,135,136,176,198
80,90,111,118,158,181,196
77,103,105,145,147,149,173
10,48,49,68,153,177,181
45,65,94,115,158,166,172
36,118,127,146,170,191,194
88,94,136,149,158,173,176
37,77,82,105,125,143,177
4,39,98,115,165,169,189
4,10,24,158,166,169,179
16,35,47,83,88,116,156
6,22,24,60,82,83,181
2,27,36,54,89,102,187
35,72,115,158,161,169,181
37,94,115,119,141,149,176
10,48,81,156,158,175,177
6,21,40,48,97,131,199
20,72,97,109,114,144,181
40,46,48,58,59,143,185
4,57,75,158,173,176,181
10,31,47,49,69,86,186
4,10,115,134,141,169,173
4,48,57,67,87,165,176
9,60,89,103,124,160,194
6,14,18,33,43,110,176
8,20,35,40,49,58,145
48,57,94,115,116,134,158
6,34,48,82,130,162,193
6,38,44,80,114,118,180
10,60,103,144,169,173,177
6,40,51,52,145,184,192
6,57,58,71,131,188,192
4,33,37,115,117,176,177
8,48,59,94,148,168,181
94,106,115,136,158,172,175
4,16,41,48,56,88,134
65,107,115,158,169,172,189
5,27,73,77,114,142,187
45,65,94,107,115,147,172
61,87,98,109,125,132,167
4,57,150,169,173,176,181
6,48,71,82,100,130,143
4,21,41,48,63,71,82
4,10,37,79,88,158,179
4,10,43,69,160,169,181
6,58,80,92,118,127,134
5,7,13,41,53,95,163
68,89,105,117,136,173,177
6,10,88,94,136,173,176
7,8,59,76,105,128,166
21,77,132,141,142,147,173
10,48,54,68,173,177,181
38,44,47,86,111,113,121
30,102,156,158,176,177,185
15,69,80,136,155,175,193
37,77,115,141,149,154,176
4,48,82,113,143,158,177
14,44,58,77,142,162,185
29,43,115,129,144,169,177
6,11,28,50,91,132,173
15,27,28,120,122,135,164
4,6,51,52,114,122,180
35,53,67,82,105,143,187
43,48,58,72,115,126,181
4,47,52,95,97,114,144
24,25,77,103,145,151,173
2,4,48,115,134,173,177
6,48,61,94,119,120,157
57,144,167,169,173,177,181
2,48,66,105,113,121,180
21,35,82,90,143,156,158
4,43,115,117,176,177,181
55,59,120,129,133,135,152
16,107,115,126,132,143,158
7,61,94,109,138,139,147
11,44,58,77,105,143,185
48,98,115,126,135,143,158
22,43,44,95,120,157,160
29,50,94,101,115,136,173
88,94,118,136,158,161,172
72,88,94,109,113,158,172
29,34,46,52,62,174,184
16,40,48,93,145,175,184
2,4,65,115,117,166,173
8,13,38,49,60,86,99
37,57,75,136,176,181,200
14,49,52,165,186,188,192
6,27,42,43,48,120,162
23,44,66,102,103,122,147
10,43,48,68,115,126,181
16,25,51,72,119,163,189
8,35,40,49,58,82,92
7,20,97,118,139,145,179
6,10,47,63,88,112,148
4,37,64,115,143,158,177
17,57,78,88,103,173,177
32,77,82,129,154,162,193
6,8,40,48,58,82,145
4,94,117,118,152,176,181
23,48,57,94,130,134,139
4,6,21,169,173,176,177
6,15,33,43,57,170,177
6,57,78,112,173,176,194
11,21,40,97,143,150,185
6,11,97,114,173,184,192
10,78,94,173,181,182,191
6,8,17,48,82,87,145
2,48,66,67,72,103,105
57,88,112,113,131,134,200
25,76,91,128,163,173,176
38,116,130,152,178,184,186
2,77,97,107,147,149,173
8,17,48,120,145,163,173
58,71,103,145,147,195,196
4,56,57,92,115,169,189
59,71,134,173,182,191,195
10,71,76,91,161,173,180
25,62,78,104,151,173,176
76,102,116,122,156,167,178
16,31,59,73,76,83,123
6,34,48,58,94,115,181
6,48,52,67,153,184,188
4,48,57,67,82,121,181
48,80,85,118,176,177,181
2,14,49,59,67,102,178
6,38,80,91,118,176,181
37,44,105,136,143,147,190
46,57,75,136,158,159,181
4,6,57,65,67,118,180
4,6,48,148,177,181,184
48,49,71,82,94,156,157
23,25,38,54,111,131,189
21,81,82,104,123,149,158
2,21,105,143,177,185,186
4,21,50,97,132,143,158
45,86,102,104,118,123,158
8,21,37,105,132,141,199
27,48,74,134,149,158,165
4,15,57,110,164,173,177
22,61,96,106,138,148,187
6,10,24,48,54,118,181
36,48,88,94,163,173,176
48,58,103,127,162,178,184
78,80,89,128,163,176,193
10,78,94,104,173,176,181
17,71,97,134,141,173,195
4,6,48,82,176,181,193
10,49,88,134,175,177,186
21,40,48,93,99,153,180
6,10,43,169,170,177,181
28,62,90,94,104,113,158
15,18,33,37,99,136,196
47,97,98,125,137,143,195
21,50,105,120,132,158,183
17,22,78,88,101,163,186
4,50,115,134,158,165,169
2,21,48,77,105,173,177
29,36,70,150,183,186,189
4,16,47,48,67,143,176
27,37,105,109,117,121,158
48,77,103,105,145,149,173
18,29,39,62,93,104,124
27,34,35,53,54,74,187
77,78,105,128,173,177,191
4,10,48,148,158,177,181
40,44,81,99,104,136,192
16,48,115,116,126,158,181
48,94,115,119,126,173,175
30,57,88,118,163,176,200
6,34,48,58,94,118,181
2,27,48,105,120,121,149
37,57,82,94,181,182,197
11,24,50,60,109,158,169
46,57,75,96,144,147,188
16,48,55,158,176,181,185
17,48,103,145,173,178,184
44,98,103,110,122,147,164
66,78,92,98,103,183,186
4,6,10,40,45,51,94
6,10,37,54,177,181,187
8,11,58,76,105,167,169
4,6,37,75,79,82,181
44,77,82,83,105,125,162
58,62,96,104,105,113,155
2,11,21,77,149,173,182
6,37,115,136,143,176,177
29,38,44,130,162,178,184
6,14,18,34,50,52,180
4,16,53,132,143,158,176
4,6,71,115,143,177,187
37,57,82,150,151,176,181
4,57,65,71,94,164,173
23,43,48,57,91,118,139
13,21,43,141,169,172,187
5,6,88,112,127,173,184
2,13,60,67,107,143,156
18,75,150,159,161,170,172
37,89,105,136,143,158,177
23,38,86,91,102,118,139
6,10,22,60,83,115,181
21,77,105,132,147,172,185
6,21,48,71,82,130,143
44,66,73,94,134,182,191
5,19,53,91,116,138,161
4,32,40,44,46,160,196
94,104,105,136,158,166,173
57,94,115,116,136,158,181
13,37,57,113,144,167,177
16,48,67,72,156,184,188
30,62,102,103,127,166,178
10,35,88,100,136,158,166
6,78,115,147,169,171,173
14,77,84,103,141,142,187
29,39,51,72,119,159,189
14,80,91,132,159,167,181
10,24,76,120,158,173,175
4,53,73,75,82,158,176
48,57,120,121,145,158,183
4,10,88,94,152,173,176
6,52,60,82,176,177,194
16,48,56,93,115,176,181
8,48,58,77,82,105,145
10,35,88,89,136,158,175
7,12,95,97,114,118,174
15,16,17,22,32,120,175
8,17,63,88,108,135,140
4,65,94,115,134,158,196
4,26,53,67,111,128,166
17,37,88,164,177,184,186
2,4,21,48,63,67,180
16,40,44,58,76,143,154
2,21,48,156,177,178,180
17,57,78,167,173,177,181
1,64,105,120,135,143,187
21,76,82,89,158,169,176
24,48,57,84,118,165,181
48,58,70,77,105,143,185
36,88,94,117,152,173,176
10,48,66,94,115,126,181
6,37,45,115,119,176,187
4,57,88,95,120,144,173
10,60,111,160,169,181,187
21,48,82,99,105,143,158
22,57,94,115,158,173,181
9,99,130,133,140,152,167
32,85,89,119,128,131,175
8,104,105,128,132,141,173
6,10,71,115,136,137,161
18,66,74,133,159,160,185
5,53,58,96,105,143,189
6,21,71,97,130,173,192
4,53,67,117,150,176,180
6,10,78,88,112,173,176
37,57,75,88,136,158,176
5,6,11,91,138,161,173
37,74,109,132,158,161,181
1,39,64,115,135,149,171
4,10,88,118,120,158,179
6,21,39,79,156,157,199
4,6,10,37,40,45,94
4,33,48,57,88,165,176
4,21,117,141,173,176,180
24,35,69,82,158,169,181
94,106,115,136,158,166,172
6,57,65,71,147,173,180
2,21,48,105,173,177,180
5,105,145,147,152,167,173
46,48,52,62,91,113,188
36,48,67,84,87,163,176
6,37,40,44,58,82,143
23,33,79,168,183,191,200
9,75,76,79,107,156,158
4,21,104,132,158,173,176
2,59,77,107,115,143,187
15,23,31,43,44,58,104
33,53,93,104,136,151,176
28,38,62,77,156,176,188
12,36,40,49,64,85,177
21,138,141,143,154,164,195
6,27,37,109,114,181,187
57,78,91,147,167,173,181
39,41,49,69,134,163,195
6,11,21,71,97,143,177
37,115,125,126,132,141,143
21,50,105,120,132,183,187
10,22,43,50,101,115,169
48,56,93,115,135,176,181
22,44,98,125,135,151,181
22,57,115,158,169,173,181
3,55,108,133,135,139,151
11,21,77,97,114,173,192
12,36,44,54,107,187,189
21,82,123,149,169,170,198
6,11,21,71,97,173,177
48,57,59,94,115,173,181
6,57,88,127,136,173,177
11,76,86,128,173,178,184
27,29,35,51,68,89,192
51,84,109,116,121,151,194
4,98,115,132,158,173,189
14,67,100,118,163,176,180
2,13,21,99,124,182,195
4,57,75,150,173,176,181
59,61,100,108,133,157,195
11,21,77,105,132,172,185
21,37,105,177,183,187,190
15,59,76,128,166,173,193
4,5,37,115,143,158,189
6,24,57,65,169,173,192
48,72,94,134,156,158,185
6,60,82,143,176,177,187
4,6,39,50,134,169,193
33,48,57,106,148,177,178
4,21,104,118,127,158,166
37,89,105,117,136,158,177
21,48,68,71,173,177,194
42,48,85,115,126,143,144
4,21,48,118,158,165,176
18,66,95,105,113,144,180
4,46,69,158,177,181,196
6,10,38,71,94,134,156
11,23,131,138,148,155,182
4,16,40,41,51,141,159
7,40,48,97,145,163,184
6,27,37,54,109,122,181
6,10,37,88,109,176,187
1,10,48,71,94,115,173
48,77,82,103,129,177,194
3,74,87,102,136,137,139
12,37,91,121,160,161,181
4,5,57,88,95,144,173
9,29,143,144,177,185,200
37,44,77,82,83,105,125
4,57,88,95,144,173,180
43,88,107,118,146,172,187
6,26,48,115,130,143,176
7,48,57,82,130,139,145
16,36,64,85,115,119,147
4,6,10,115,133,134,177
4,10,47,63,67,69,95
2,4,21,48,97,143,177
71,72,94,101,115,117,147
7,12,78,85,115,166,181
4,24,48,82,113,143,158
14,59,74,76,100,141,143
27,54,109,117,146,153,181
1,43,75,107,172,182,198
6,25,57,75,145,147,173
8,21,76,105,120,141,173
4,6,24,48,57,173,181
9,15,37,57,136,158,177
16,73,115,154,158,176,183
4,6,37,44,82,181,187
4,57,69,148,158,177,181
53,73,74,76,100,143,158
6,15,57,115,136,173,177
13,16,31,67,141,143,176
48,68,71,85,115,143,177
2,4,21,48,97,173,177
68,167,170,177,183,190,194
4,5,57,62,115,158,173
6,21,71,173,177,191,194
10,48,94,156,158,176,185
48,57,88,99,148,158,180
6,10,37,45,83,115,181
4,10,92,125,148,177,181
4,6,10,24,48,120,173
65,106,115,158,166,169,172
24,70,100,118,165,192,198
21,37,82,149,154,158,176
23,36,42,49,86,99,164
5,105,144,147,152,167,173
37,77,82,176,177,181,187
10,46,49,61,68,188,198
4,57,111,158,169,173,181
3,6,57,67,118,176,180
44,69,80,87,95,136,137
33,48,57,106,115,176,177
45,47,63,73,97,153,194
48,57,58,66,94,115,181
29,94,110,115,130,134,173
51,61,84,150,151,159,197
9,21,28,156,158,177,191
22,44,58,77,82,125,143
4,57,82,87,158,169,176
17,28,31,73,100,114,180
4,6,33,37,57,88,122
4,10,14,158,169,176,181
10,63,71,99,120,137,182
53,56,78,91,163,176,183
4,21,158,169,173,176,177
42,53,127,128,137,166,194
7,10,48,94,115,176,181
4,45,73,111,143,158,189
21,48,71,84,156,185,194
4,57,75,144,173,176,181
20,22,94,158,166,173,181
4,37,113,143,144,155,187
13,48,82,100,143,158,176
9,54,93,136,171,193,200
14,44,99,104,107,146,192
48,94,115,149,158,173,176
15,24,69,76,82,158,169
2,11,35,53,66,67,182
48,59,71,98,115,143,144
10,48,106,158,176,177,185
9,60,61,83,112,121,175
6,17,22,57,71,173,192
4,48,57,82,121,158,181
40,67,93,100,153,180,196
6,8,21,48,71,120,173
26,89,105,125,128,177,191
4,57,73,82,158,176,177
7,25,76,82,90,156,176
48,57,66,67,121,148,180
4,117,118,158,176,177,181
4,52,75,81,82,104,158
1,48,105,120,144,149,173
48,58,62,77,103,184,188
41,53,75,162,166,172,185
37,57,87,94,136,158,176
4,64,88,94,118,134,158
46,49,68,182,188,192,198
77,78,115,173,176,177,181
6,48,57,127,130,134,162
4,6,48,57,71,82,94
22,58,96,104,166,181,197
4,10,48,70,115,135,158
21,82,89,92,117,150,176
4,10,46,86,158,159,181
10,37,88,99,108,136,158
16,24,63,85,109,123,129
3,57,91,108,110,147,180
4,6,10,48,148,177,181
17,64,87,101,106,117,124
2,53,56,66,103,122,162
21,76,89,158,169,173,176
4,65,71,144,177,180,196
4,10,48,70,118,134,158
1,72,92,115,141,169,189
4,19,26,53,56,140,176
8,10,78,91,167,173,181
6,17,71,83,88,134,156
65,103,105,145,147,164,173
71,72,76,125,137,161,168
57,120,129,144,173,182,197
6,21,48,71,130,173,180
6,48,115,119,173,176,194
61,94,117,119,125,152,191
4,10,48,71,94,115,135
48,58,59,77,115,116,143
73,87,109,123,139,153,162
1,39,40,67,79,163,167
1,10,48,71,115,144,173
57,75,136,158,173,176,181
10,43,60,103,160,169,187
4,5,57,115,158,173,189
17,31,48,173,176,177,180
10,22,94,115,135,158,181
4,10,43,69,169,177,181
10,48,55,158,176,181,185
6,17,97,118,145,156,192
70,105,117,136,147,152,190
13,55,70,87,112,123,145
13,21,41,85,166,183,195
7,8,76,82,105,139,169
13,48,57,113,134,158,177
36,40,59,67,100,141,143
10,32,35,55,90,92,141
16,58,81,96,129,147,171
4,46,48,57,158,177,181
4,10,128,134,173,175,177
17,27,28,68,114,137,148
48,59,71,98,115,135,143
8,35,40,42,49,52,82
9,56,63,88,108,133,140
8,11,76,105,128,141,173
25,80,85,88,90,163,176
48,58,71,72,94,115,134
2,21,48,99,105,120,143
4,10,115,141,169,173,176
21,89,158,169,173,176,177
10,68,86,89,128,173,175
88,89,117,164,173,177,184
7,48,57,94,115,176,181
4,37,57,88,95,113,125
24,45,60,83,123,129,175
6,10,39,78,115,139,169
33,38,70,75,80,121,161
4,6,21,43,48,71,177
2,4,21,46,48,143,177
4,5,6,33,37,57,115
4,37,57,88,144,176,177
18,66,75,107,172,182,198
16,28,53,68,116,126,151
2,23,36,48,49,59,99
9,57,65,118,123,158,177
11,40,53,58,142,162,184
4,71,82,113,125,143,177
10,36,48,115,173,176,177
4,48,57,71,82,113,177
4,57,71,82,108,113,159
26,100,128,130,152,174,175
2,36,49,56,59,86,186
28,36,94,117,119,173,191
3,88,102,116,134,152,191
10,14,67,118,128,176,188
15,17,46,57,69,136,197
6,8,10,48,81,91,173
7,10,78,115,169,176,181
4,6,21,48,63,71,82
7,20,97,139,145,147,157
8,48,49,58,82,94,181
4,6,15,21,67,82,143
4,71,113,143,144,155,187
4,6,10,43,50,51,169
24,82,90,125,181,191,195
6,21,48,173,176,177,194
10,24,136,158,161,173,181
4,10,79,88,120,158,179
4,6,10,24,48,63,120
6,17,48,57,71,82,145
9,15,21,28,158,173,177
18,37,38,77,128,149,176
11,35,68,116,143,150,155
48,57,118,176,177,181,200
13,48,57,82,87,91,176
4,33,47,48,88,165,176
4,115,135,140,141,176,187
17,37,75,88,136,138,149
2,53,61,146,187,190,194
58,71,82,113,125,143,195
58,71,116,134,147,191,195
48,57,67,118,165,176,188
6,10,45,60,83,115,181
6,10,24,48,54,173,181
2,63,85,110,120,129,179
10,35,115,136,158,166,181
4,37,75,79,82,150,181
14,59,99,142,164,168,186
48,62,103,126,127,173,178
4,111,150,166,169,173,181
6,11,24,44,54,109,162
6,33,42,57,115,130,136
21,105,120,132,158,173,189
10,70,78,92,115,142,174
12,37,57,91,160,176,181
36,41,63,64,112,161,194
13,70,72,87,112,168,189
8,13,31,60,102,169,171
4,37,57,94,115,125,181
4,53,75,82,104,158,176
11,36,40,70,143,150,154
65,68,105,145,147,152,173
21,48,71,82,99,143,156
6,27,43,48,67,153,181
7,57,78,115,169,176,181
4,6,10,39,45,115,134
4,6,10,37,88,94,176
12,32,71,115,116,130,139
48,61,94,113,119,126,157
34,53,71,75,96,104,136
6,48,57,58,94,115,181
10,37,79,126,151,181,182
4,6,21,110,114,122,180
48,57,88,94,116,134,158
4,48,57,71,82,113,121
41,47,60,70,89,117,125
12,37,57,115,176,177,181
48,80,118,158,176,177,181
48,77,103,145,149,173,184
11,81,86,127,171,173,184
6,10,60,136,168,177,181
6,17,48,148,168,177,181
45,76,102,166,172,178,199
37,74,87,102,136,139,196
4,19,65,118,134,158,196
21,41,48,63,77,82,149
6,80,88,118,176,177,187
6,21,90,132,173,176,194
48,94,115,134,149,158,173
11,77,105,128,141,149,173
4,10,88,108,134,148,158
4,10,47,48,88,144,176
12,64,101,106,142,163,164
4,6,21,48,71,120,143
10,88,94,107,118,134,186
4,10,24,79,158,166,181
4,51,52,62,65,121,140
4,98,115,132,158,173,181
6,22,24,57,169,173,192
4,10,69,148,158,177,181
4,10,39,45,115,135,175
4,44,86,114,122,165,181
10,60,109,158,169,176,181
36,48,62,115,173,176,177
4,57,92,118,164,177,181
4,44,98,122,135,140,164
57,65,71,94,134,173,182
36,48,93,115,119,176,194
21,48,118,176,177,180,200
4,6,48,71,120,173,193
10,48,158,176,177,181,185
35,58,77,96,105,143,147
27,48,116,121,126,158,181
4,65,71,115,125,143,177
10,37,94,115,136,176,198
6,48,82,91,130,176,193
4,6,10,81,118,124,177
4,37,115,143,158,176,177
46,49,64,68,150,188,192
26,56,61,115,132,153,197
4,21,117,150,173,176,180
16,36,55,93,107,147,185
6,71,147,161,171,173,180
6,10,88,90,94,173,176
48,119,129,131,134,175,193
28,56,68,114,170,183,191
15,50,65,107,115,143,158
30,76,102,154,158,176,183
29,32,38,39,50,134,178
6,10,48,54,118,131,181
9,23,56,57,66,121,134
21,48,68,105,143,177,185
6,43,48,130,162,176,193
34,50,52,60,115,146,165
37,94,105,136,149,155,158
16,25,72,73,147,155,156
44,59,71,130,135,143,164
30,105,128,132,157,183,199
37,115,136,143,158,176,177
52,101,113,134,153,165,188
13,14,56,68,171,183,186
21,48,82,105,143,158,177
52,62,64,65,101,106,115
19,37,88,136,149,158,176
2,21,105,143,177,185,190
2,17,103,134,173,178,195
36,48,85,115,143,176,177
6,25,79,82,145,156,157
94,109,117,152,176,181,185
4,14,57,158,159,165,181
10,35,115,136,158,161,181
15,20,22,50,73,97,158
4,24,48,57,82,158,181
7,64,66,94,109,134,147
4,6,24,57,122,169,181
6,57,92,109,169,176,181
18,45,62,73,92,94,176
6,8,37,82,91,94,181
17,57,136,173,177,178,181
18,37,139,144,151,182,196
49,112,119,141,147,149,155
22,86,91,113,121,128,178
10,48,94,158,176,181,185
6,11,71,97,134,173,177
48,55,135,149,158,176,183
3,9,28,67,103,151,196
35,47,51,52,60,89,194
48,88,94,149,158,173,176
29,34,39,72,171,174,184
2,7,69,97,129,130,134
7,31,47,76,86,139,165
7,41,49,82,108,157,195
6,10,48,54,173,177,181
2,4,21,48,173,177,180
4,63,67,69,150,180,196
48,49,67,82,105,139,145
8,36,48,88,94,163,173
4,6,48,120,127,173,193
4,57,65,71,115,125,177
20,49,119,149,165,179,197
48,82,94,100,149,158,176
12,30,36,40,44,79,163
23,33,37,101,117,121,147
5,7,41,47,53,131,172
6,38,57,91,118,176,180
2,21,77,105,143,177,187
29,72,119,141,159,179,189
17,73,82,87,162,176,195
16,36,56,93,115,154,176
4,10,73,88,118,158,179
4,6,21,63,97,132,153
4,6,48,71,82,143,193
4,6,43,44,115,181,187
10,71,88,94,101,134,173
25,51,89,119,163,164,192
48,57,115,158,176,177,183
4,6,50,115,132,143,187
20,50,60,70,118,158,165
48,119,120,129,163,173,193
4,56,57,75,88,140,176
10,94,109,158,176,181,185
3,9,32,43,88,103,108
8,14,56,88,91,102,163
6,63,71,96,148,171,180
57,115,123,158,169,177,181
4,6,10,45,115,133,134
45,47,51,72,86,159,192
49,90,102,108,142,156,178
6,21,28,153,170,177,190
2,59,60,67,107,143,187
6,21,50,67,90,143,156
4,57,69,94,118,158,181
7,8,87,137,139,153,165
11,24,25,74,109,161,178
8,36,58,78,82,94,104
11,32,69,97,150,192,196
35,74,111,116,158,161,181
17,48,71,103,145,173,184
21,48,81,105,158,173,177
15,44,46,61,98,183,190
52,73,82,146,151,176,194
11,18,39,55,93,135,199
48,57,62,91,94,173,176
93,114,128,148,184,188,199
4,94,117,152,173,176,181
12,26,39,51,112,145,166
37,57,58,59,94,115,181
4,75,88,120,158,173,175
48,57,88,94,134,163,173
6,57,82,169,170,177,181
42,43,57,115,129,144,169
6,10,48,94,118,134,139
4,6,44,94,110,115,134
10,31,32,41,50,89,139
32,33,43,70,130,150,167
48,57,144,176,177,181,200
4,6,47,48,63,67,82
8,21,104,105,132,141,173
6,48,81,127,156,177,184
25,28,31,110,137,177,200
10,48,54,144,173,177,181
14,33,68,113,168,170,191
6,40,48,58,153,162,184
4,10,79,81,148,158,179
6,10,48,148,168,177,181
32,40,46,49,58,70,192
52,62,65,104,138,151,182
30,105,128,132,141,189,199
6,57,88,94,109,134,148
6,40,48,57,58,134,162
4,15,86,127,128,164,173
10,37,90,94,158,176,181
10,14,99,107,146,153,181
5,50,73,101,112,127,146
6,10,131,153,170,181,197
15,69,72,97,150,185,190
4,69,82,117,158,177,181
1,29,40,51,72,141,159
10,35,115,158,166,169,181
31,48,67,135,143,176,188
13,31,48,143,156,176,177
15,22,98,115,135,143,158
32,37,74,109,138,139,154
2,65,86,107,115,134,173
1,7,24,89,107,169,172
57,59,71,94,120,173,182
4,30,43,57,71,88,177
5,19,58,77,116,142,171
7,12,49,103,105,145,164
5,11,53,137,143,150,161
8,30,76,105,128,141,199
27,48,55,62,121,148,158
15,21,37,82,143,177,186
20,58,70,114,118,124,142
48,57,67,118,163,176,180
2,4,48,97,134,173,177
30,44,51,105,189,197,199
48,94,105,120,135,149,158
17,22,32,71,97,137,141
4,10,70,120,158,159,179
48,82,105,113,143,158,177
6,48,61,67,82,87,139
3,6,43,57,115,169,176
16,48,143,156,158,176,185
13,53,111,137,150,172,187
12,17,71,103,145,164,184
10,70,115,135,136,158,174
48,57,144,176,188,194,200
57,89,158,169,173,176,177
5,6,26,58,145,146,170
5,77,105,145,147,149,173
77,97,132,141,173,192,197
2,11,105,106,167,177,185
4,6,10,45,71,115,187
10,50,94,101,115,134,173
10,22,43,128,135,152,182
10,48,71,94,115,135,139
5,16,49,85,119,123,147
6,22,58,71,96,115,143
10,94,126,173,181,182,191
2,36,48,80,85,118,177
6,48,57,67,118,176,188
7,30,76,105,157,183,190
48,62,77,103,105,173,177
4,5,6,26,39,47,50
11,15,53,127,128,131,193
3,22,50,106,121,169,190
10,14,63,99,106,136,153
8,35,77,82,83,105,145
53,54,61,68,109,117,185
15,29,65,115,125,143,177
4,52,56,115,135,140,176
34,43,48,71,72,115,144
73,88,96,98,102,138,156
7,8,48,49,82,94,181
6,8,11,90,132,161,173
89,103,105,145,147,164,173
4,57,75,82,158,159,181
6,8,17,82,83,87,145
2,29,130,150,171,173,180
23,48,63,91,94,135,149
21,82,89,123,158,169,177
21,37,74,132,143,187,198
7,8,78,85,120,159,163
1,24,79,107,151,172,182
26,45,54,130,159,164,186
24,76,107,126,165,182,192
6,24,54,75,136,173,181
4,6,14,57,88,122,180
49,69,75,80,92,113,150
31,47,79,137,165,182,186
23,48,94,100,130,135,175
6,57,71,130,136,173,192
4,44,94,115,125,135,181
4,6,10,39,124,160,169
40,46,48,49,67,93,145
94,106,115,136,158,161,172
4,21,48,143,158,165,176
3,29,102,118,134,139,196
10,31,48,173,176,177,181
7,30,42,57,87,129,169
6,37,44,82,181,187,197
4,15,21,32,69,82,158
2,30,67,84,103,105,166
6,43,48,71,130,139,184
15,73,82,87,102,127,170
6,14,45,67,143,176,188
4,10,32,37,45,115,158
13,21,37,82,143,177,186
9,57,92,108,130,134,162
12,32,37,44,58,115,117
3,52,66,74,83,92,134
43,48,88,91,135,149,176
37,57,84,150,176,181,200
48,143,144,176,177,185,200
6,15,22,43,57,115,138
2,27,48,105,120,121,162
4,26,48,56,121,134,175
48,105,143,144,177,185,200
6,48,57,58,82,94,181
15,22,44,80,120,154,175
